roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs,contextStructure,kept_game,playerID,contextStructure_f,text,total_num_words,total_num_chars,actualPlayerCount,batchID,contextSize,status,targets,rotation,sampled_game
01JHDTFNN9C0NJXPHWA7WGAA3Q,TRUE,01JHDSENAEPD9Q0CA36C3V4EG2,48,65,3,/tangrams/414_225.png,/tangrams/414_225.png,1,48,"[""/tangrams/418_61.png"",""/tangrams/414_225.png"",""/tangrams/378_108.png"",""/tangrams/357_465.png""]",noncomp,TRUE,01JHDSPQDN7WY29C2Q4JSX4B1A,No Competitor,down arrow,2,10,2,01JHDSEKSNXW0NZAB1VJP04TSM,4,ended,"[[446,200],[378,108],[449,177],[414,225],[267,42],[101,93],[400,249],[18,45],[150,56],[246,381],[138,67],[357,465],[454,114],[418,61],[350,14],[11,198]]",180,TRUE
01JHDTFNH1CM0JT2NTMYMB1D9J,TRUE,01JHDSENAEPD9Q0CA36C3V4EG2,50,65,3,/tangrams/18_45.png,/tangrams/18_45.png,3,50,"[""/tangrams/400_249.png"",""/tangrams/246_381.png"",""/tangrams/418_61.png"",""/tangrams/18_45.png""]",noncomp,TRUE,01JHDSPQDN7WY29C2Q4JSX4B1A,No Competitor,devil goat,2,10,2,01JHDSEKSNXW0NZAB1VJP04TSM,4,ended,"[[446,200],[378,108],[449,177],[414,225],[267,42],[101,93],[400,249],[18,45],[150,56],[246,381],[138,67],[357,465],[454,114],[418,61],[350,14],[11,198]]",180,TRUE
01JHDTFN36864WXH9C6Q64GW9N,TRUE,01JHDSENAEPD9Q0CA36C3V4EG2,56,65,3,/tangrams/449_177.png,/tangrams/449_177.png,9,56,"[""/tangrams/449_177.png"",""/tangrams/267_42.png"",""/tangrams/414_225.png"",""/tangrams/350_14.png""]",noncomp,TRUE,01JHDSPQDN7WY29C2Q4JSX4B1A,No Competitor,triangle roof house,3,19,2,01JHDSEKSNXW0NZAB1VJP04TSM,4,ended,"[[446,200],[378,108],[449,177],[414,225],[267,42],[101,93],[400,249],[18,45],[150,56],[246,381],[138,67],[357,465],[454,114],[418,61],[350,14],[11,198]]",180,TRUE
01JHDTFNAKKTH6G30H69QPM959,TRUE,01JHDSENAEPD9Q0CA36C3V4EG2,53,65,3,/tangrams/138_67.png,/tangrams/138_67.png,6,53,"[""/tangrams/138_67.png"",""/tangrams/246_381.png"",""/tangrams/378_108.png"",""/tangrams/11_198.png""]",noncomp,TRUE,01JHDS6A9G1R6A4ZMK1Y97YT1F,No Competitor,parted hair,2,11,2,01JHDSEKSNXW0NZAB1VJP04TSM,4,ended,"[[446,200],[378,108],[449,177],[414,225],[267,42],[101,93],[400,249],[18,45],[150,56],[246,381],[138,67],[357,465],[454,114],[418,61],[350,14],[11,198]]",180,TRUE
01JHDTFND0RCA1ZD0R74P7VK16,TRUE,01JHDSENAEPD9Q0CA36C3V4EG2,52,65,3,/tangrams/357_465.png,/tangrams/357_465.png,5,52,"[""/tangrams/418_61.png"",""/tangrams/138_67.png"",""/tangrams/357_465.png"",""/tangrams/400_249.png""]",noncomp,TRUE,01JHDSPQDN7WY29C2Q4JSX4B1A,No Competitor,wide bat,2,8,2,01JHDSEKSNXW0NZAB1VJP04TSM,4,ended,"[[446,200],[378,108],[449,177],[414,225],[267,42],[101,93],[400,249],[18,45],[150,56],[246,381],[138,67],[357,465],[454,114],[418,61],[350,14],[11,198]]",180,TRUE
01JHDTFN9B4W2N654SN1MJDXQ0,TRUE,01JHDSENAEPD9Q0CA36C3V4EG2,63,65,3,/tangrams/11_198.png,/tangrams/11_198.png,16,63,"[""/tangrams/454_114.png"",""/tangrams/11_198.png"",""/tangrams/138_67.png"",""/tangrams/378_108.png""]",noncomp,TRUE,01JHDS6A9G1R6A4ZMK1Y97YT1F,No Competitor,fish pointing up,3,16,2,01JHDSEKSNXW0NZAB1VJP04TSM,4,ended,"[[446,200],[378,108],[449,177],[414,225],[267,42],[101,93],[400,249],[18,45],[150,56],[246,381],[138,67],[357,465],[454,114],[418,61],[350,14],[11,198]]",180,TRUE
01JHGHN1DNC25V7PYYPPYVMKAH,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,62,65,3,/tangrams/38_137.png,/tangrams/38_137.png,15,62,"[""/tangrams/450_81.png"",""/tangrams/38_137.png"",""/tangrams/23_88.png"",""/tangrams/277_41.png""]",comp-between,TRUE,01JHGH77YM2VA24TMVS86Y4N0P,Across Trial,e,1,1,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1ERGY0SSV02A147X9JC,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,60,65,3,/tangrams/23_137.png,/tangrams/23_137.png,13,60,"[""/tangrams/38_81.png"",""/tangrams/277_88.png"",""/tangrams/23_137.png"",""/tangrams/450_41.png""]",comp-between,TRUE,01JHGH77YM2VA24TMVS86Y4N0P,Across Trial,flat,1,4,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1H6NVTFDSCXX3E9KYQX,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,50,65,3,/tangrams/38_41.png,/tangrams/38_41.png,3,50,"[""/tangrams/277_88.png"",""/tangrams/450_137.png"",""/tangrams/38_41.png"",""/tangrams/23_81.png""]",comp-between,TRUE,01JHGH77YM2VA24TMVS86Y4N0P,Across Trial,e,1,1,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1HABQ7FH6A9H1TM74F0,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,48,65,3,/tangrams/23_88.png,/tangrams/23_88.png,1,48,"[""/tangrams/23_88.png"",""/tangrams/38_81.png"",""/tangrams/277_137.png"",""/tangrams/450_41.png""]",comp-between,TRUE,01JHGH77YM2VA24TMVS86Y4N0P,Across Trial,flat,1,4,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1FZE7GCHDTAVJK4RMHK,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,57,65,3,/tangrams/277_137.png,/tangrams/277_137.png,10,57,"[""/tangrams/38_41.png"",""/tangrams/277_137.png"",""/tangrams/450_81.png"",""/tangrams/23_88.png""]",comp-between,TRUE,01JHGH56H0S5W14CZYKQBNNCZD,Across Trial,pointed,1,7,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1J80XTCSHFZ5BKAZ7Q7,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,51,65,3,/tangrams/277_41.png,/tangrams/277_41.png,4,51,"[""/tangrams/38_88.png"",""/tangrams/23_137.png"",""/tangrams/450_81.png"",""/tangrams/277_41.png""]",comp-between,TRUE,01JHGH56H0S5W14CZYKQBNNCZD,Across Trial,pointed,1,7,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1F2SNGGFDYPPAF3F3H7,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,59,65,3,/tangrams/450_137.png,/tangrams/450_137.png,12,59,"[""/tangrams/23_88.png"",""/tangrams/277_81.png"",""/tangrams/450_137.png"",""/tangrams/38_41.png""]",comp-between,TRUE,01JHGH56H0S5W14CZYKQBNNCZD,Across Trial,diamond,1,7,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1E1TD0RE7J4E2ZTY9Q2,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,61,65,3,/tangrams/277_81.png,/tangrams/277_81.png,14,61,"[""/tangrams/23_137.png"",""/tangrams/38_41.png"",""/tangrams/450_88.png"",""/tangrams/277_81.png""]",comp-between,TRUE,01JHGH56H0S5W14CZYKQBNNCZD,Across Trial,pointed,1,7,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1HX0M59AGJE6E71ZG6A,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,54,65,3,/tangrams/38_88.png,/tangrams/38_88.png,7,54,"[""/tangrams/23_137.png"",""/tangrams/277_81.png"",""/tangrams/38_88.png"",""/tangrams/450_41.png""]",comp-between,TRUE,01JHGH77YM2VA24TMVS86Y4N0P,Across Trial,e,1,1,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1GQTH1ZA8B1JNJ1XPX4,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,55,65,3,/tangrams/23_41.png,/tangrams/23_41.png,8,55,"[""/tangrams/23_41.png"",""/tangrams/450_137.png"",""/tangrams/277_81.png"",""/tangrams/38_88.png""]",comp-between,TRUE,01JHGH56H0S5W14CZYKQBNNCZD,Across Trial,flat,1,4,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1FJEV7B9MPA6J8FJRS6,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,58,65,3,/tangrams/277_88.png,/tangrams/277_88.png,11,58,"[""/tangrams/277_88.png"",""/tangrams/23_41.png"",""/tangrams/450_137.png"",""/tangrams/38_81.png""]",comp-between,TRUE,01JHGH77YM2VA24TMVS86Y4N0P,Across Trial,pointed,1,7,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1HG3XV250KAQYXR1PAV,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,49,65,3,/tangrams/23_81.png,/tangrams/23_81.png,2,49,"[""/tangrams/450_41.png"",""/tangrams/277_88.png"",""/tangrams/38_137.png"",""/tangrams/23_81.png""]",comp-between,TRUE,01JHGH56H0S5W14CZYKQBNNCZD,Across Trial,flat,1,4,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1J2KAVTQWRQ9D7FDTG9,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,52,65,3,/tangrams/450_41.png,/tangrams/450_41.png,5,52,"[""/tangrams/450_41.png"",""/tangrams/38_81.png"",""/tangrams/277_88.png"",""/tangrams/23_137.png""]",comp-between,TRUE,01JHGH77YM2VA24TMVS86Y4N0P,Across Trial,diamonds,1,8,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1GA8NQNNTS22PDH3F84,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,56,65,3,/tangrams/450_88.png,/tangrams/450_88.png,9,56,"[""/tangrams/23_41.png"",""/tangrams/450_88.png"",""/tangrams/277_81.png"",""/tangrams/38_137.png""]",comp-between,TRUE,01JHGH77YM2VA24TMVS86Y4N0P,Across Trial,diamond,1,7,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1CWA221X3VHJB1FHVJ7,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,63,65,3,/tangrams/38_81.png,/tangrams/38_81.png,16,63,"[""/tangrams/450_137.png"",""/tangrams/277_41.png"",""/tangrams/38_81.png"",""/tangrams/23_88.png""]",comp-between,TRUE,01JHGH56H0S5W14CZYKQBNNCZD,Across Trial,e,1,1,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHGHN1HS1C62STGJ5EFT6A5V,TRUE,01JHGGY73YKFPFR78HD0F9P5YC,53,65,3,/tangrams/450_81.png,/tangrams/450_81.png,6,53,"[""/tangrams/23_88.png"",""/tangrams/450_81.png"",""/tangrams/277_137.png"",""/tangrams/38_41.png""]",comp-between,TRUE,01JHGH56H0S5W14CZYKQBNNCZD,Across Trial,diamond,1,7,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90,TRUE
01JHXSRCXCSNVVS38NNY9XCAAZ,TRUE,01JHXS0PRHCMTB5C575N1G90J2,55,65,3,/tangrams/340_235.png,/tangrams/340_235.png,8,55,"[""/tangrams/340_424.png"",""/tangrams/165_424.png"",""/tangrams/165_235.png"",""/tangrams/340_235.png""]",comp-within,TRUE,01JHXSD6PC0YJ71ZNR920P76H4,Within Trial,Chimn top half bottom,4,21,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
01JHXSRCWTMZTQYXMKX62QZS5W,TRUE,01JHXS0PRHCMTB5C575N1G90J2,50,65,3,/tangrams/178_424.png,/tangrams/178_424.png,3,50,"[""/tangrams/165_424.png"",""/tangrams/178_235.png"",""/tangrams/178_424.png"",""/tangrams/165_235.png""]",comp-within,TRUE,01JHXSEZMBWYJ6EM01M5GE89TZ,Within Trial,"hole in middle, no chimney top",6,28,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
01JHXSRCY06JZ13K8ZKM67C1H1,TRUE,01JHXS0PRHCMTB5C575N1G90J2,56,65,3,/tangrams/307_235.png,/tangrams/307_235.png,9,56,"[""/tangrams/307_42.png"",""/tangrams/165_235.png"",""/tangrams/307_235.png"",""/tangrams/165_42.png""]",comp-within,TRUE,01JHXSEZMBWYJ6EM01M5GE89TZ,Within Trial,"one chimney top, three chimney bottom",6,35,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
01JHXSRCXNPQM7E2N2BSQ2KKH4,TRUE,01JHXS0PRHCMTB5C575N1G90J2,58,65,3,/tangrams/165_291.png,/tangrams/165_291.png,11,58,"[""/tangrams/165_291.png"",""/tangrams/340_291.png"",""/tangrams/340_235.png"",""/tangrams/165_235.png""]",comp-within,TRUE,01JHXSEZMBWYJ6EM01M5GE89TZ,Within Trial,"full, triangle top",3,16,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
01JHXSRCWP5TG37TYS0FJAEE62,TRUE,01JHXS0PRHCMTB5C575N1G90J2,49,65,3,/tangrams/340_424.png,/tangrams/340_424.png,2,49,"[""/tangrams/178_291.png"",""/tangrams/178_424.png"",""/tangrams/340_291.png"",""/tangrams/340_424.png""]",comp-within,TRUE,01JHXSD6PC0YJ71ZNR920P76H4,Within Trial,"Half bottom, No triangle top",5,26,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
01JHXSRCWYFX50ZJPAJB9DDSXV,TRUE,01JHXS0PRHCMTB5C575N1G90J2,52,65,3,/tangrams/178_235.png,/tangrams/178_235.png,5,52,"[""/tangrams/307_235.png"",""/tangrams/307_42.png"",""/tangrams/178_235.png"",""/tangrams/178_42.png""]",comp-within,TRUE,01JHXSEZMBWYJ6EM01M5GE89TZ,Within Trial,"hole in middle, one chimney top",6,29,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
01JHXSRCN4NYFN56V09QB4XYQM,TRUE,01JHXS0PRHCMTB5C575N1G90J2,53,65,3,/tangrams/340_42.png,/tangrams/340_42.png,6,53,"[""/tangrams/178_42.png"",""/tangrams/178_424.png"",""/tangrams/340_424.png"",""/tangrams/340_42.png""]",comp-within,TRUE,01JHXSD6PC0YJ71ZNR920P76H4,Within Trial,2 chin top half bottom,5,22,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
01JHXSRCXTN437BX70NSWQQW24,TRUE,01JHXS0PRHCMTB5C575N1G90J2,57,65,3,/tangrams/307_42.png,/tangrams/307_42.png,10,57,"[""/tangrams/307_235.png"",""/tangrams/307_42.png"",""/tangrams/165_42.png"",""/tangrams/165_235.png""]",comp-within,TRUE,01JHXSD6PC0YJ71ZNR920P76H4,Within Trial,2 top 3chim bottom,4,18,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
01JHXSRCYAF3YMFQHHH3EHN5Y5,FALSE,01JHXS0PRHCMTB5C575N1G90J2,60,65,3,/tangrams/178_291.png,/tangrams/178_42.png,13,60,"[""/tangrams/340_42.png"",""/tangrams/178_42.png"",""/tangrams/340_291.png"",""/tangrams/178_291.png""]",comp-within,TRUE,01JHXSEZMBWYJ6EM01M5GE89TZ,Within Trial,"chimney top, hole in middle, shit im dumb read wrong",10,48,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
01JHXSRCY52H2C7RZXAT1X0C0H,TRUE,01JHXS0PRHCMTB5C575N1G90J2,61,65,3,/tangrams/165_235.png,/tangrams/165_235.png,14,61,"[""/tangrams/165_235.png"",""/tangrams/165_291.png"",""/tangrams/340_291.png"",""/tangrams/340_235.png""]",comp-within,TRUE,01JHXSD6PC0YJ71ZNR920P76H4,Within Trial,Flat bottom chimney top 1 chimn,6,31,2,01JHXS0PR99FWRWRWPTWQ5HE81,4,ended,"[[307,424],[307,235],[307,291],[307,42],[165,424],[165,235],[165,291],[165,42],[340,424],[340,235],[340,291],[340,42],[178,424],[178,235],[178,291],[178,42]]",180,TRUE
