roundID,text,playerID
01J042NE68N6MKK48G6HW6YBP0,lollipop,01J042JT6WPZS3ZND7A7738ZSY
01J042NN74BHA4WR2MG3AJYBQW,narrow base flat top,01J042JG31ZY0FHVVSXGZXFX4T
01J042NE6ZQK7JSXV0FYS74HGT,fork,01J042JT6WPZS3ZND7A7738ZSY
01J0431D3AZPN36NV2G11EFDAP,wine glass with a crown,01J0431AJ55NGAMMR47B8WWHK4
01J0431D2QHNFA30RE3P6RY0CM,"It looks like a wine glass, but with a hat on top",01J0431AJ55NGAMMR47B8WWHK4
01J0431D2QHNFA30RE3P6RY0CM,not spiky,01J0431AJ55NGAMMR47B8WWHK4
01J042NN7P43B9YG6EPX4NGZJC,hawk w crown,01J042JG31ZY0FHVVSXGZXFX4T
01J0431D26GQ5KZ3EFZBR5470Y,its a crown but its cut in the bottom. like a hill,01J04318V1CQ18NDZYS70RXZ42
01J042NE7QSA6YVM009XZB07S7,wall with bottom right hole,01J042JB8A2DCYDBAZ3HV9S10D
01J042MPGK420CMDH4141NZS3S,hii,01J042JEX1D79G227SPAQTF0SW
01J042MPGK420CMDH4141NZS3S,ok this one looks like a spikey flower at the bottom but it's flat at the top,01J042JANA9P3QE1K69TE0ZT0J
01J042NN6YWSGN9VST1ZME0TCK,bald eagle,01J042JFC6MZHDYQMJ4GQ0WG6E
01J042MPGR3J4XNPVCF6RZ5VZT,castle with a door on the side,01J042JANA9P3QE1K69TE0ZT0J
01J0431D312G4XZFJA1B58R49X,it's a flower thats fully bloomed,01J04318V1CQ18NDZYS70RXZ42
01J042P58EWZFQP2RC4PTGKVM4,trident with small arms,01J042KB07J8YBT7P3Q55XJKA4
01J042NE7RKBBBXSQZ7MQK622X,triangles on top of a block,01J042JB8A2DCYDBAZ3HV9S10D
01J03XVMPG3WXVYS0NTEPWADD2,vbxvb,01J03XV2NNHGH68E2ERMN3RTHS
01J042NE7NWFZMT0F358ERZG0C,block with 3 triangles chopped off,01J042JT6WPZS3ZND7A7738ZSY
01J042P58NHD70E7HYKVVNYKZE,chevron bottom and wide top with triangles out of the sides,01J042MX1G94MV9Y59EECN71PN
01J042MPHYXPP3CCKR6WJEMDC3,side door flat top,01J042JANA9P3QE1K69TE0ZT0J
01J0409J5YPBRYKCSXAPEWGPK9,Like a large lego brick with a chunck of the right missing,01J04095TJQA1XG3103XPKRAMV
01J042P584RQ4H2MZPV7WK2SM3,angular symmetric goblet with fire on top,01J042KB07J8YBT7P3Q55XJKA4
01J042P58FQ4HPX15V8453X19W,fire,01J042MX1G94MV9Y59EECN71PN
01J0431D1A75JR85ZAHKZAWD3H,blooming flower,01J0431AJ55NGAMMR47B8WWHK4
01J0431D1QR8J5K1YWFN1SAYWH,it looks like 'X',01J04318V1CQ18NDZYS70RXZ42
01J042P5872MCFE09EVDN1DDYX,symmetrical with triangle taken out of the bottom,01J042KB07J8YBT7P3Q55XJKA4
01J042P590RKX5DRAEZ66ZXZSC,triple spiky angular spikes on top,01J042KB07J8YBT7P3Q55XJKA4
01J042MPH00BFBQHXTRF3NVSC2,open house not castle,01J042JEX1D79G227SPAQTF0SW
01J0431D1ZC38RM3GAJY3N57QQ,It looks like a wine glass,01J0431AJ55NGAMMR47B8WWHK4
01J0431D1ZC38RM3GAJY3N57QQ,with a crown?,01J04318V1CQ18NDZYS70RXZ42
01J0431D1ZC38RM3GAJY3N57QQ,"no, without",01J0431AJ55NGAMMR47B8WWHK4
01J0431D1ZC38RM3GAJY3N57QQ,sorry,01J0431AJ55NGAMMR47B8WWHK4
01J0431D3E6NZW305WTET3KXEQ,flower with a crown,01J04318V1CQ18NDZYS70RXZ42
01J042NE6PDXDX5B96MFCY4W71,a hat,01J042JB8A2DCYDBAZ3HV9S10D
01J042NN9328ETEZJ5HRCA75X2,there are 3 sharp corners on each side of the object,01J042JG31ZY0FHVVSXGZXFX4T
01J042P58BFSPMAPJGVCTE5B38,castle,01J042KB07J8YBT7P3Q55XJKA4
01J042MPHX2EYCYJGAN1EQEDNQ,flat top door front,01J042JEX1D79G227SPAQTF0SW
01J042P58DJAENAGRY3A3RZ661,blunt top bottom with little chunk out,01J042MX1G94MV9Y59EECN71PN
01J042MPHTHFFEZDCQDP6Z8RGT,castle flower,01J042JEX1D79G227SPAQTF0SW
01J042NE66CTVYD911YCKFSF5T,kinda like a bowtie,01J042JB8A2DCYDBAZ3HV9S10D
01J042NE7PVTEH5ARE0KZC1Y88,looks like a fork with a triangle on the bottom,01J042JT6WPZS3ZND7A7738ZSY
01J0409J60JGQAKYW1RP9C36TZ,it has a round top and then looks like it has a stem,01J04095V3TGFY9WB49TGK3EX0
01J0431D2DVZ4VZQYFFVMSECTT,It looks like a rectangle with a spiky crown on top with a small cutout on the bottom right,01J0431AJ55NGAMMR47B8WWHK4
01J042NN8QHVN3WGZ7C3KFKXBC,castle human head,01J042JG31ZY0FHVVSXGZXFX4T
01J042NN62FG0C37G4NC4GFXVZ,banner with flat top,01J042JFC6MZHDYQMJ4GQ0WG6E
01J042NE6R7B5SKVDPHJ9SSVA4,lord farquaad,01J042JT6WPZS3ZND7A7738ZSY
01J042NE6WNQEG4DNNYNWM3BTJ,rose,01J042JB8A2DCYDBAZ3HV9S10D
01J042NN6C38Q05E4GFM1R0H45,castle bird,01J042JG31ZY0FHVVSXGZXFX4T
01J042MPGS516A53CS56NXJMWC,NICE,01J042JANA9P3QE1K69TE0ZT0J
01J042MPGS516A53CS56NXJMWC,it's a person and hes lookin atcha,01J042JEX1D79G227SPAQTF0SW
01J042MPGS516A53CS56NXJMWC,big cheeks man,01J042JEX1D79G227SPAQTF0SW
01J042MPHZSQ195Y2DWFW33MQF,cheeky with the big hat,01J042JEX1D79G227SPAQTF0SW
01J042P58X1H4ZJCGK5ERVZBFN,spiky goblet triple spike,01J042KB07J8YBT7P3Q55XJKA4
01J042MPHV79A3HJH30H3WZNJZ,spiky flower,01J042JANA9P3QE1K69TE0ZT0J
01J042P58KBS21JJY2BDYSM14Z,"vase ish with spiky sides, triangles taken out",01J042MX1G94MV9Y59EECN71PN
01J042P57T50DDT33KKWTCE1K9,the one that looks most like a tree,01J042KB07J8YBT7P3Q55XJKA4
01J042P58AQ8PFN5N43KA5Q0KF,blunted rectangular top with bottom that has a little chunk out of the right side,01J042MX1G94MV9Y59EECN71PN
01J042NN9C6B7AV163SW9FJW15,"the top is a black block with two white triangles in the sides, and the bottom has a white trapezoid in the corner",01J042JFC6MZHDYQMJ4GQ0WG6E
01J0431D2ZFB4FDPGV5AH4FPRG,bird with flat top,01J0431AJ55NGAMMR47B8WWHK4
01J0431D2ZFB4FDPGV5AH4FPRG,like trangle,01J0431AJ55NGAMMR47B8WWHK4
01J0431D2ZFB4FDPGV5AH4FPRG,triangle,01J0431AJ55NGAMMR47B8WWHK4
01J03X5ADFE2RTH9113HG3ESGE,dfghgdfh,01J03X55JSXT0VAV6HARBGF6MD
01J042NN72KF9GWDYRMAQF6451,head with flat top,01J042JFC6MZHDYQMJ4GQ0WG6E
01J0431D22JJCW7EPM1MCQWCAZ,crown with the hill cut out on the bottom,01J0431AJ55NGAMMR47B8WWHK4
01J042NE6AP2DP398X5Y7HT0VT,cup,01J042JB8A2DCYDBAZ3HV9S10D
01J0431D3NNC5QAT64P9HCQD90,wine glass without a crown,01J0431AJ55NGAMMR47B8WWHK4
01J0409J5Q6MSV9Q9AE0WB6GH9,the flower eithout the flat bottom,01J04095V3TGFY9WB49TGK3EX0
01J042MPJ47J1WSBKMMWGHV1GA,flower man,01J042JANA9P3QE1K69TE0ZT0J
01J042MPJ47J1WSBKMMWGHV1GA,no crown,01J042JANA9P3QE1K69TE0ZT0J
01J042NE67Q083E2QY7BGHTH77,looks like a fork,01J042JT6WPZS3ZND7A7738ZSY
01J042NE6YR865NG7YVEWBYKBY,wall with triangle hole,01J042JB8A2DCYDBAZ3HV9S10D
01J042P592VZ4W91GR4D1Z7F1V,"tree ish, blunt rectangular top",01J042MX1G94MV9Y59EECN71PN
01J042RGWZ1Q9GTGG9YR41XE7C,It looks like a rectangle stacked on top of a wierd object thingy,01J042RE0X72TC809DEQG8S440
01J03X5ADH8NBQWZQ49TE8HB2Z,dfgdfsg,01J03X53N1CJ0HJEV55AMSTRM6
01J042MPJ1KJNR2ZMTKWSQW7GP,spiky crown man,01J042JEX1D79G227SPAQTF0SW
01J042MPJ1KJNR2ZMTKWSQW7GP,not farquad,01J042JEX1D79G227SPAQTF0SW
01J042P589BERG5BF3N38Y06A6,kind of like an angular goblet with a wide base,01J042MX1G94MV9Y59EECN71PN
01J042MPGVGTA262ZXMAPP8XF1,lets go?!,01J042JEX1D79G227SPAQTF0SW
01J042MPGVGTA262ZXMAPP8XF1,okay castle with open gate,01J042JEX1D79G227SPAQTF0SW
01J042NE7VGMDYZFSJ29AY6MNC,3 triangles on top,01J042JT6WPZS3ZND7A7738ZSY
01J0431D2VSWKMZXVBAWNKP613,looks like a bird's side profile. does not have a crown,01J04318V1CQ18NDZYS70RXZ42
01J03X5ADKMT6D9FP0N05CJXMP,ghdh,01J03X53N1CJ0HJEV55AMSTRM6
01J042MPJ5YJQP54FHAY9RBR0Q,spiky side door,01J042JEX1D79G227SPAQTF0SW
01J042P585DDAGS476KB92TH1A,like a chevron/arrow shape pointing up with a blunted rectangular top,01J042MX1G94MV9Y59EECN71PN
01J042P58Q8SA7GFWK3C9XQ3YH,bottom right gone,01J042KB07J8YBT7P3Q55XJKA4
01J03YA1B6ZT3ZAQ3SZXHKW6BW,hjfhj,01J03Y9RDXGFP2DQFTNZXXPNES
01J03YA1B6ZT3ZAQ3SZXHKW6BW,fhgjh,01J03Y9T5QC8VV5YMRT1E969VR
01J042NE6MFWB4RMJM3GPR008M,a cup with triangles on top,01J042JB8A2DCYDBAZ3HV9S10D
01J042MPGVGTA262ZXKJ872SCW,big cheeks man lol,01J042JANA9P3QE1K69TE0ZT0J
01J042MPGVGTA262ZXKJ872SCW,ok,01J042JANA9P3QE1K69TE0ZT0J
01J042MPGVGTA262ZXKJ872SCW,this one is like a fork at the top with a flat pedestal at the bottom,01J042JANA9P3QE1K69TE0ZT0J
01J042MPJ8EAC7R945FD6HA5FS,big cheeks,01J042JANA9P3QE1K69TE0ZT0J
01J042NE6K585PC866QY3JCGEF,hat,01J042JB8A2DCYDBAZ3HV9S10D
01J042NE6SVT5EN3QW1BNWF2WY,bottom right chopped off,01J042JT6WPZS3ZND7A7738ZSY
01J042NE710SZSZW0PGF3NRWG3,Fork,01J042JB8A2DCYDBAZ3HV9S10D
01J0431D17ECPYXGFX96PSRE20,x upside down but the top is flat,01J04318V1CQ18NDZYS70RXZ42
01J042MPHPD121N4PS2G8YREVA,flower not crown,01J042JANA9P3QE1K69TE0ZT0J
01J042P5889HZ30G091BFQXJX7,"top is like a castle/turret top, mostly square with a chunk out of the right bottom side",01J042MX1G94MV9Y59EECN71PN
01J042P58GB0X23EX35TC2D81R,botttom right gone,01J042MX1G94MV9Y59EECN71PN
01J042NE73661NK5NWJRNNJ378,looks like an eagle. beak on the right,01J042JT6WPZS3ZND7A7738ZSY
01J042NE7KSB3MX2589529WNSF,lord farquaad,01J042JT6WPZS3ZND7A7738ZSY
01J042NN9EJK8324Y31B9BD8CY,head with crown (not bird),01J042JFC6MZHDYQMJ4GQ0WG6E
01J042P57XH12MQKFPRRVBXYQR,3 sharp spikes on top and symmetrical and angular,01J042KB07J8YBT7P3Q55XJKA4
01J0431D41AVZXF29A26PM3SXQ,flower with two cuts on top,01J04318V1CQ18NDZYS70RXZ42
01J042NN76KCQMSAM5QV211MFQ,narrow base head with crown,01J042JG31ZY0FHVVSXGZXFX4T
01J042NN7HSFSMC0HXP2DVETXN,bald head with narrow base (not a bird),01J042JFC6MZHDYQMJ4GQ0WG6E
01J042P58RQY64316TYT6J81R8,castle top goblet bottom,01J042MX1G94MV9Y59EECN71PN
01J042MPGGAR9Q9R9CB0XW8DP4,hi!,01J042JANA9P3QE1K69TE0ZT0J
01J042MPGGAR9Q9R9CB0XW8DP4,looks like a vase with legs,01J042JEX1D79G227SPAQTF0SW
01J042MPGGAR9Q9R9CB0XW8DP4,hi,01J042JEX1D79G227SPAQTF0SW
01J042MPGGAR9Q9R9CB0XW8DP4,is it like open at the top?,01J042JANA9P3QE1K69TE0ZT0J
01J042MPGGAR9Q9R9CB0XW8DP4,yeah its spiky lookin,01J042JEX1D79G227SPAQTF0SW
01J042MPHAKAYPXAMPHQ1YF3GK,open castle with a crown,01J042JEX1D79G227SPAQTF0SW
01J042NE5Z536DA5RK43XQTHGT,person with a hat,01J042JT6WPZS3ZND7A7738ZSY
01J042P5812AHP8XCJCYD8E50S,castle top with chevron bottom,01J042MX1G94MV9Y59EECN71PN
01J042RGX2B8S8D3TA77JYRCD8,hello?,01J042RE0X72TC809DEQG8S440
01J042NE6JQ8JK84QY2WFZ7ZV1,a house with bottom right hole,01J042JB8A2DCYDBAZ3HV9S10D
01J042MPJ61R0H1GEMJZDR6F7E,spaceship side door,01J042JEX1D79G227SPAQTF0SW
01J042NN5ZYTAA34RWFNT8Z64F,the guy,01J042JG31ZY0FHVVSXGZXFX4T
01J042P57Z6DV80Q1DFN9JM7G4,"two triangles taken out of either side near the top, and chunk taken out of bottom right",01J042KB07J8YBT7P3Q55XJKA4
01J0431D0YB8RWA65GC8K169B9,its like a christmas tree but upside down,01J04318V1CQ18NDZYS70RXZ42
01J042NN6R1BTNCZKA27FKXAYN,bad haircut eagle,01J042JG31ZY0FHVVSXGZXFX4T
01J042NE7JSZ77K5TSHDGN4H6K,3 triangles on top,01J042JB8A2DCYDBAZ3HV9S10D
01J042NN671X23QKRB3VWNJVCG,castle banner,01J042JFC6MZHDYQMJ4GQ0WG6E
01J042NN8TR5BS67MP1DAMKXZ3,head with narrow base and NO crown,01J042JFC6MZHDYQMJ4GQ0WG6E
01J042NE7CWKHWZJ0S9DEQH23N,tree,01J042JB8A2DCYDBAZ3HV9S10D
01J0431D3WRM7EW9PER24HY30D,a block with a cut at the bottom right. not with a crown. has two cuts on the top,01J04318V1CQ18NDZYS70RXZ42
01J0409J5ZCTREXZWY16ZCST4Z,it looks like a flower with very pointy petals,01J04095TJQA1XG3103XPKRAMV
01J0409J5ZCTREXZWY16ZCST4Z,with like a spiky top?,01J04095V3TGFY9WB49TGK3EX0
01J0409J5ZCTREXZWY16ZCST4Z,yeah,01J04095TJQA1XG3103XPKRAMV
01J0409J5ZCTREXZWY16ZCST4Z,or a square one,01J04095V3TGFY9WB49TGK3EX0
01J0409J5ZCTREXZWY16ZCST4Z,ok,01J04095V3TGFY9WB49TGK3EX0
01J042RGXDPTGE35H88RY318V5,It looks like a dog/wolf,01J042RE0X72TC809DEQG8S440
01J042MPJ954WJCRQFPA9522J0,flower man flat top,01J042JEX1D79G227SPAQTF0SW
01J042MPHBDCN6HE9NPX1KFMZY,we 're doin it gang,01J042JEX1D79G227SPAQTF0SW
01J042MPHBDCN6HE9NPX1KFMZY,let's goooooooo,01J042JANA9P3QE1K69TE0ZT0J
01J042MPHBDCN6HE9NPX1KFMZY,okay thin one looks like a house with a door on the side,01J042JEX1D79G227SPAQTF0SW
01J042MPHBDCN6HE9NPX1KFMZY,this*,01J042JEX1D79G227SPAQTF0SW
01J042NN9A8N7R58CAQT4B901R,it’s like a banner with a crown on top,01J042JG31ZY0FHVVSXGZXFX4T
01J0431D37N9G6BYKY0V6CSSH4,It looks like a flower that hasn't bloomed yet,01J0431AJ55NGAMMR47B8WWHK4
01J042P58YJQ6SZEMP76XJB4HW,tree with goblet bottom,01J042MX1G94MV9Y59EECN71PN
01J0431D2APZAM4JFRBB6QV0QX,It looks like a single lego block with a triangle cut out from the bottom,01J0431AJ55NGAMMR47B8WWHK4
01J042MPJ3J75YV4QCW56JRT92,this is like a spaceship with the rounded top,01J042JANA9P3QE1K69TE0ZT0J
01J042NN64NY8Z2RV31NA2M81Y,castle head (not a bird),01J042JG31ZY0FHVVSXGZXFX4T
01J042NN68V5KDD2JA0GPTFART,banner crown!,01J042JFC6MZHDYQMJ4GQ0WG6E
01J042NN8Z4NPDYA93P9P0FXS5,big fish facing downwards with an open mouth,01J042JG31ZY0FHVVSXGZXFX4T
01J0431D2M05PCP53N8PEVHF65,it looks like a single lego brick with a hill cut out- no cutouts on top,01J0431AJ55NGAMMR47B8WWHK4
01J0431D3ZSVT4ZRB33J07D9HZ,bird with the two cutouts on top,01J0431AJ55NGAMMR47B8WWHK4
01J0431D12VGZF6SXVRRQ8942F,"It looks like a wine glass, but with three squares on top",01J0431AJ55NGAMMR47B8WWHK4
01J042NN7VKHVGS931V53C5JBW,castle bannee,01J042JG31ZY0FHVVSXGZXFX4T
01J042NN7VKHVGS931V53C5JBW,banner,01J042JG31ZY0FHVVSXGZXFX4T
01J042P58CNBBHQT2AFQMQ06WG,castle with bottom taken out,01J042KB07J8YBT7P3Q55XJKA4
01J0431D3TJY97SYN82NXT07Z1,Wine glass with the two cuts on the top,01J0431AJ55NGAMMR47B8WWHK4
01J042NN9822R1JM8SANHVDSKT,looks like a bird! (NO crown),01J042JFC6MZHDYQMJ4GQ0WG6E
01J042MPGXZ2V75DW1A6G6P7RP,ok this is like a goblet with a crown,01J042JANA9P3QE1K69TE0ZT0J
01J042NE7ET86Z29Z3NRT2GPKG,cup with 3 triangles on top,01J042JB8A2DCYDBAZ3HV9S10D
01J042P57W28EA1V12X0SG4DGN,tree thing,01J042KB07J8YBT7P3Q55XJKA4
01J042P5938022079952TVY115,goblet with trapeziums and triangles taken out on both sides,01J042KB07J8YBT7P3Q55XJKA4
01J042NN95V5XSTK1EBS6GN6M4,a castle with a very narrow base at its bottom,01J042JFC6MZHDYQMJ4GQ0WG6E
01J042NN7SBT0STYYV4DQR8J3M,head with crown and narrow base,01J042JFC6MZHDYQMJ4GQ0WG6E
01J042NN8XRCFKE229SHA7FCMJ,head with broad shoulders at bottom and a crown,01J042JFC6MZHDYQMJ4GQ0WG6E
01J03YA1B1VY1QS2RK5JD2D241,hjfh,01J03Y9T5QC8VV5YMRT1E969VR
01J042NE7T7K7NHQA7ZGHRVD7X,wall with bottom right corner chopped off,01J042JT6WPZS3ZND7A7738ZSY
01J0431D3HMC0PH433W6MP64K2,box with crown and cut out on right,01J0431AJ55NGAMMR47B8WWHK4
01J042NN6D092YRP7BNVK197P1,pac-man downwards but no crown,01J042JG31ZY0FHVVSXGZXFX4T
01J03XVMPHSAY7N83VM99Z791Z,fdsgsfg,01J03XV0B57R4TFQQBXPKZYGW1
01J042NN90TPKB09GY3VG1AKJS,a castle with a beak,01J042JFC6MZHDYQMJ4GQ0WG6E
01J042P57VKFE7S9W37M95NAYG,fire on top chevron on bottom,01J042MX1G94MV9Y59EECN71PN
01J03XVMPJJNHNS5S3SJCFQXGB,bvxbxvc,01J03XV0B57R4TFQQBXPKZYGW1
01J042MPJ7F693MH57BWN2XFM4,castle side doo,01J042JANA9P3QE1K69TE0ZT0J
01J03XVMNZ9XXG80BFWBY70V5B,fgsfdg,01J03XV2NNHGH68E2ERMN3RTHS
01J042P57R9GF03F27E8F0ZHV9,"symmetrical vase-ish shape, with spikes on the sides",01J042MX1G94MV9Y59EECN71PN
01J0431D3YD6BQJ3SQ19G2Y34J,a wine glass with a crown,01J04318V1CQ18NDZYS70RXZ42
01J03X5ADFE2RTH9112RZ3TZKJ,adsfadsf,01J03X53N1CJ0HJEV55AMSTRM6
01J042P5913XNTZ40WQCADH7XM,trident with small arms,01J042KB07J8YBT7P3Q55XJKA4
01J042MPGWN5KPS8FCVE5CV6T8,nice. flower with a crown,01J042JEX1D79G227SPAQTF0SW
