roundID,gameID,trialNum,playerID,text,director_msg
01M1PW9CSJ2491ZSXXJ5QQFS40,01M1PVPXF92SZVFC9KB45KHNG3,3,01M1PVVBRZ3YZPYCQZYDADYMR6,a straight set of sharp teeth to the left,TRUE
01M1PW9CSJ2491ZSXXJ5QQFS40,01M1PVPXF92SZVFC9KB45KHNG3,3,01M1PVVBRZ3YZPYCQZYDADYMR6,the other ones are jagged,TRUE
01M1PWG1B3ZHD5Y2W1KH97RM2W,01M1PVPY02TEGASTZW7B0B44PE,27,01M1PW1KKGDQJPNSP87YDPE8Y2,Tree with triangle head,TRUE
01M1PW3H2CEM5MVXSCJBBAPA34,01M1PVPVN58XQ8WD43NR9G03HY,3,01M1PVY5V93JDTFCY85HPV0HXQ,looks like a t shirt at the top then leads down into a tree like shape. there is a rectangle base at the botom.,TRUE
01M1PW9D1SSPFYC7ES25ZEZBH5,01M1PVPXF92SZVFC9KB45KHNG3,13,01M1PVVBRZ3YZPYCQZYDADYMR6,swan on a podium turned to the right,TRUE
01M1PW0KJ2K3TTVHFKJFW8SGHF,01M1PVPSF9NDAT0BF7G6FNHKYQ,28,01M1PVTRYDJNHHT05DKBKN76E5,O and then a T rotated to the left,TRUE
01M1PW1ZGGXX1NZ6P5PHKWNFS1,01M1PVPTMX8QBBEQ1CAWS8Y65C,11,01M1PVVDJXTQ0S1H8V336MES03,"left side half 0, right side up side ways. without a handle",TRUE
01M1PWBQVHMQNV1BZX6CFWCGPT,01M1PVPY0135RYKX6QNWJW9HQ7,37,01M1PVV5BA5A9YAQJQ9SAGP2BW,bird wings,TRUE
01M1PW5R26Q3GN3R7VPQKFBHSR,01M1PVPWEGF3RQQ2BZJMHJW5WT,9,01M1PVV9N1B5JSVGVHP53ND1FH,"top is a z-shape, bottom is like a birdhouse resting a pole in the center",TRUE
01M1PW6KH51Q2CQT15A1T3PSME,01M1PVPWZ82WNHXNHFM772HZSY,42,01M1PVWG3MVC1D7FV8A8CY40QY,two roof tops on a stand,TRUE
01M1PW156XX1DPMVCA6JP5BED3,01M1PVPSFBNZXW40G11G9DGVKY,28,01M1PVVNH6WEMGKMEM2F9XPCJS,"White rectangular cutout, with two arrows pointing left.",TRUE
01M1PW3T85NB5792D0X26QTT4R,01M1PVPVN19AKJQXAJWG447XT1,6,01M1PVVZD69SDYBBAB5MDTZSCB,looks like a 7,TRUE
01M1PW515GC96DRCYHXR4DS7CH,01M1PVPVN43CJ2ZQS2FA0GJ1TX,24,01M1PVW97TC4GVFYDVFB1SJ9WH,A 3D rendering of papers falling on top of one another in a slow 3 dimensional space.,TRUE
01M1PW6XXV2D4QN77BZGJT9A1M,01M1PVPWEJQS052PE7X7E1TZK9,1,01M1PVVX5KFM5CFX55QQRWNDX8,boat on top of a platform(?),TRUE
01M1PW6XXV2D4QN77BZGJT9A1M,01M1PVPWEJQS052PE7X7E1TZK9,1,01M1PVW75JX1QRKD2FQCCBJ017,Two legs?,FALSE
01M1PW6XXV2D4QN77BZGJT9A1M,01M1PVPWEJQS052PE7X7E1TZK9,1,01M1PVVX5KFM5CFX55QQRWNDX8,"yes, but not the legs with the A patterns",TRUE
01M1PW7EV02T3BG8SKC7QF2PNC,01M1PVPWZ7KQZN2DHXW0TTKG9P,28,01M1PVZ3NBFP4RQAMM34F5EPHD,sideways view of a man wearing a hat,TRUE
01M1PW1ZJSQSNWG17YX6JSJ8C6,01M1PVPTMX8QBBEQ1CAWS8Y65C,0,01M1PVVDJXTQ0S1H8V336MES03,o.o,FALSE
01M1PW1ZJSQSNWG17YX6JSJ8C6,01M1PVPTMX8QBBEQ1CAWS8Y65C,0,01M1PVVDJXTQ0S1H8V336MES03,shape description?,FALSE
01M1PW1ZJSQSNWG17YX6JSJ8C6,01M1PVPTMX8QBBEQ1CAWS8Y65C,0,01M1PVVEHT22G3NCF8EGPQWRYM,"an M with pyramids for the top points, a white cutout in the middle and a 3 sided strip on the right",TRUE
01M1PW6KP4GGB8NEC20CKSRX2Y,01M1PVPWZ82WNHXNHFM772HZSY,18,01M1PVWG3MVC1D7FV8A8CY40QY,elephant trunk with mountain tops on the right side,TRUE
01M1PW9D1AZSXKTB61XXZ2ESP1,01M1PVPXF92SZVFC9KB45KHNG3,12,01M1PVVXW244MSV8KK7TFJHPNZ,the smaller rectangle is cut out,TRUE
01M1PWGHYPVJ8TZDBPH0382NJ2,01M1PVPXF8XP3FTSCWE2SZ4KAJ,7,01M1PVW253SKBG4X7GTPVKZWRC,looks like a dog,TRUE
01M1PW2VN7R3FH25H0BDA468PQ,01M1PVPTMT2TF5TMW6DY08RG1A,33,01M1PVVTHSCRB56WAFX0KRCSX2,),TRUE
01M1PW6Y7803NYNZ7ZBYRFMPY7,01M1PVPWEJQS052PE7X7E1TZK9,22,01M1PVW75JX1QRKD2FQCCBJ017,Shirt on crab,TRUE
01M1PW7F3AKQ293F1CKS9A2KNQ,01M1PVPWZ7KQZN2DHXW0TTKG9P,1,01M1PVVTM3JYE18KKXW2DCV15S,It has a rectangular hole in the middle,TRUE
01M1PWBR47XM1KDRBJ6ZES32JW,01M1PVPY0135RYKX6QNWJW9HQ7,16,01M1PVW5G591MZ9WXE41XZDX0Y,"three points on top, two points on bottom, void in the middle",TRUE
01M1PWGJ76Y89TQKGTM295MXHF,01M1PVPXF8XP3FTSCWE2SZ4KAJ,25,01M1PVW253SKBG4X7GTPVKZWRC,rectangle,TRUE
01M1PW1ZM9BWE6SVTGDB3BHYVS,01M1PVPTMX8QBBEQ1CAWS8Y65C,30,01M1PVVEHT22G3NCF8EGPQWRYM,"half zero, spiky comb",TRUE
01M1PW8ZQ97V90NAKRWWHZHDSX,01M1PVPWZ383HA8RRK2RFSW236,44,01M1PW2K6B8GZQ5Z02B5Q0TB2A,4 spikes,TRUE
01M1PW153BMSS0HK1QHFAEKCB6,01M1PVPSFBNZXW40G11G9DGVKY,5,01M1PVTZDZSFSRFW0Y011447D5,It’s has a long white rectangle cut out in the middle and a spiky right hand side,TRUE
01M1PW1ZF2G5GVSX3K50NWM457,01M1PVPTMX8QBBEQ1CAWS8Y65C,13,01M1PVVDJXTQ0S1H8V336MES03,"half a zero, the one that isnt a cat head",TRUE
01M1PW41BDQAHSTGNAWP8CQJB6,01M1PVPTMYJEMSH2D4PPK54AQC,20,01M1PVXZCG5HBAN48J4YM7CT4J,upside down L on left,TRUE
01M1PW7F5V89QSAG5VJBKY52YH,01M1PVPWZ7KQZN2DHXW0TTKG9P,10,01M1PVZ3NBFP4RQAMM34F5EPHD,4 mountain peaks,TRUE
01M1PW0X811RCBXMKY4WD5H2VC,01M1PVPSFBNZXW40G11YGR32M6,42,01M1PVTRWTPC40C0HPR8RXXWTF,GG,FALSE
01M1PW0X811RCBXMKY4WD5H2VC,01M1PVPSFBNZXW40G11YGR32M6,42,01M1PVVNQ4AT0NRB9TK929QH2E,arrow diamond porcupine,TRUE
01M1PW1524WWCMZHCP91D6MEFA,01M1PVPSFBNZXW40G11G9DGVKY,6,01M1PVVNH6WEMGKMEM2F9XPCJS,It has a really clear arrow shape pointing to the right.,TRUE
01M1PW6149MQVB6PFYF6R20Z6B,01M1PVPWEFJ67VYTWGSHJ4XJ33,47,01M1PVV71QMXF31FNN88616S34,I got upim really sorry,TRUE
01M1PW6149MQVB6PFYF6R20Z6B,01M1PVPWEFJ67VYTWGSHJ4XJ33,47,01M1PVV71QMXF31FNN88616S34,the graduation cap,TRUE
01M1PW6149MQVB6PFYF6R20Z6B,01M1PVPWEFJ67VYTWGSHJ4XJ33,47,01M1PVV71QMXF31FNN88616S34,this has been fun,TRUE
01M1PW8ZNKRA4NN26B60ZE91NZ,01M1PVPWZ383HA8RRK2RFSW236,22,01M1PW2K6B8GZQ5Z02B5Q0TB2A,has a white rectangle,TRUE
01M1PWEJRBE3NMG2Q66CCWZQWM,01M1PVPXF92SZVFC9KBGN1TRXM,41,01M1PVVCHSJDKDCMNAX28C9KTM,house,TRUE
01M1PW7EST9D7CFQ2VSTZDQHDG,01M1PVPWZ7KQZN2DHXW0TTKG9P,17,01M1PVVTM3JYE18KKXW2DCV15S,solid shape that looks like a stoplight from the side,TRUE
01M1PW9DA7DBD5AVRTCJ4ZGMB4,01M1PVPXF92SZVFC9KB45KHNG3,32,01M1PVVXW244MSV8KK7TFJHPNZ,fattest one,TRUE
01M1PW2VPR52NRHHX9MEZTCCTA,01M1PVPTMT2TF5TMW6DY08RG1A,22,01M1PVVYCG3ZV9Y0QVDS434K08,4 peaks,TRUE
01M1PW50YPDVPTM57MA2FPA9XA,01M1PVPVN43CJ2ZQS2FA0GJ1TX,15,01M1PVW5BM9J57HJX5KJ260RG3,"this is the one you didn't guess right one time. There is something that looks like a sideways M on top, and the bottom shape looks like and upside down boat but it is more diaganol in the lower left corner",TRUE
01M1PWBQZDXWQR5ZQ89XC71WS9,01M1PVPY0135RYKX6QNWJW9HQ7,29,01M1PVV5BA5A9YAQJQ9SAGP2BW,bird wings,TRUE
01M1PW3T6J85YXDTZTRD3CRXJD,01M1PVPVN19AKJQXAJWG447XT1,0,01M1PVVZD69SDYBBAB5MDTZSCB,looks like a 7,TRUE
01M1PW9CY1V4XSG4SCFC6RZCS5,01M1PVPXF92SZVFC9KB45KHNG3,10,01M1PVVXW244MSV8KK7TFJHPNZ,looks like it has a long neck and beak on the left with two triangles sticking out of its bodu,TRUE
01M1PWEJDHZM2HGZX942RSW3AM,01M1PVPXF92SZVFC9KBGN1TRXM,33,01M1PVVCHSJDKDCMNAX28C9KTM,flame with a triangle,TRUE
01M1PW6KMY7XWG2SVM2KJZ0KNB,01M1PVPWZ82WNHXNHFM772HZSY,30,01M1PVWG3MVC1D7FV8A8CY40QY,two roofs with a short line on the left,TRUE
01M1PWBR6P9X0KKEKBMJD875ER,01M1PVPY0135RYKX6QNWJW9HQ7,10,01M1PVW5G591MZ9WXE41XZDX0Y,arrow pointing up on top,TRUE
01M1PW5R57WACGSW5HWB2ANBDZ,01M1PVPWEGF3RQQ2BZJMHJW5WT,24,01M1PVZMF178XCTABPVTWNQQ3Q,Z at the top bottom 2 legs,TRUE
01M1PW6Y4JS4XE7K4P9SNN4HCR,01M1PVPWEJQS052PE7X7E1TZK9,15,01M1PVVX5KFM5CFX55QQRWNDX8,1 diamond 2 upside down mini triangles,TRUE
01M1PWEJBE23WEHV3YEEYMT2XT,01M1PVPXF92SZVFC9KBGN1TRXM,30,01M1PVZYRHDVK94JBPD96A2FVY,chunky arrow,TRUE
01M1PWG12PRDA5J6EX24CDYVP5,01M1PVPY02TEGASTZW7B0B44PE,47,01M1PW1KKGDQJPNSP87YDPE8Y2,s shape with cap,TRUE
01M1PW2VSRT9FC5GEHRVY7X4RV,01M1PVPTMT2TF5TMW6DY08RG1A,43,01M1PVVTHSCRB56WAFX0KRCSX2,Animal shape on the right,TRUE
01M1PW610EATSK5CXQFJ2N53G1,01M1PVPWEFJ67VYTWGSHJ4XJ33,9,01M1PVV71QMXF31FNN88616S34,you look and its like a squre was taken out of it,TRUE
01M1PW7EPZ8ZEZMYPBJV5Y7N33,01M1PVPWZ7KQZN2DHXW0TTKG9P,37,01M1PVVTM3JYE18KKXW2DCV15S,jagged edge to left side,TRUE
01M1PWGJ981QHM6M147PS361QF,01M1PVPXF8XP3FTSCWE2SZ4KAJ,29,01M1PVW253SKBG4X7GTPVKZWRC,3 triangles on right,TRUE
01M1PW3THH6SJHYD57AY7BG0B9,01M1PVPVN19AKJQXAJWG447XT1,37,01M1PVV4T08CWVFCAHVD9FMRR2,giant 7 over misshape,TRUE
01M1PWG1CDF7QGJ431NKM1NZ9Q,01M1PVPY02TEGASTZW7B0B44PE,24,01M1PWAKPMFG2PF8ZD5WBT5ANA,snake with the t atop,TRUE
01M1PWGJ2FDX2S27N9RZ0HFF3Y,01M1PVPXF8XP3FTSCWE2SZ4KAJ,16,01M1PW23TCTCTWR44KF0HW1TG2,It has a tail and 3 triangles on the right,TRUE
01M1PW0KDZ2N3X216BV3ACZR44,01M1PVPSF9NDAT0BF7G6FNHKYQ,5,01M1PVTG9CCCTFM1SEAAQ81WMP,Sharp squiggles and then an E,TRUE
01M1PW7F69DS40RAN610WXW75S,01M1PVPWZ7KQZN2DHXW0TTKG9P,9,01M1PVVTM3JYE18KKXW2DCV15S,looks like a fish eating a diamond,TRUE
01M1PW0X7QKM722DAM4MF36GGP,01M1PVPSFBNZXW40G11YGR32M6,17,01M1PVTRWTPC40C0HPR8RXXWTF,trophy,TRUE
01M1PW41BP3614NN8J1HJ3BP8Z,01M1PVPTMYJEMSH2D4PPK54AQC,23,01M1PVV1FSQ931Q08DC040FF4H,a huge shape with a skinny triangle before the shape starts,TRUE
01M1PW7ERT52MBZZDKRDH4FD5S,01M1PVPWZ7KQZN2DHXW0TTKG9P,31,01M1PVVTM3JYE18KKXW2DCV15S,4 mountain peaks to right,TRUE
01M1PWG0WDVJ6JDJZ1677HRRCQ,01M1PVPY02TEGASTZW7B0B44PE,0,01M1PWAKPMFG2PF8ZD5WBT5ANA,this is the winged figure with the hat,TRUE
01M1PW6YA83J24XZZG565EF9NN,01M1PVPWEJQS052PE7X7E1TZK9,32,01M1PVW75JX1QRKD2FQCCBJ017,Z on upside down house,TRUE
01M1PW9CQGPM1CAKVVKKHMMGW6,01M1PVPXF92SZVFC9KB45KHNG3,47,01M1PVVBRZ3YZPYCQZYDADYMR6,trapazoid cut out,TRUE
01M1PW50XEXPJN3RFZG5XQTM47,01M1PVPVN43CJ2ZQS2FA0GJ1TX,18,01M1PVW97TC4GVFYDVFB1SJ9WH,This is the one that looks like a boat out of water that is scraping pieces of the ocean floor as it goes along.,TRUE
01M1PW6Y0BVKKZ58FK1X67RF5V,01M1PVPWEJQS052PE7X7E1TZK9,9,01M1PVVX5KFM5CFX55QQRWNDX8,shirt-shape on top of what looks like a pine tree,TRUE
01M1PW156DPM6HBCXWQC3J9FA8,01M1PVPSFBNZXW40G11G9DGVKY,17,01M1PVTZDZSFSRFW0Y011447D5,A white cut out rectangle,TRUE
01M1PW157ZRV5P3TEA3NCQRQVB,01M1PVPSFBNZXW40G11G9DGVKY,44,01M1PVVNH6WEMGKMEM2F9XPCJS,Batman!,TRUE
01M1PW1ZNAVC8ZWZX9GYCGAAKY,01M1PVPTMX8QBBEQ1CAWS8Y65C,23,01M1PVVDJXTQ0S1H8V336MES03,"half zero on left, right side spikey comb",TRUE
01M1PW3T9C85CE42WCJ1HYVNXZ,01M1PVPVN19AKJQXAJWG447XT1,16,01M1PVVZD69SDYBBAB5MDTZSCB,2 legs with the 2 triangles above either side,TRUE
01M1PW3TG9SPPZ7FVA9V84TWCX,01M1PVPVN19AKJQXAJWG447XT1,33,01M1PVV4T08CWVFCAHVD9FMRR2,giant 7 over altar shape,TRUE
01M1PW3THMVH0PS7SZ5G727T4Y,01M1PVPVN19AKJQXAJWG447XT1,38,01M1PVVZD69SDYBBAB5MDTZSCB,boat,TRUE
01M1PW0KMES732X1JE1751KGC7,01M1PVPSF9NDAT0BF7G6FNHKYQ,23,01M1PVTG9CCCTFM1SEAAQ81WMP,Circular tree rotated to the left,TRUE
01M1PW0X7BRDXTJM59FFCJ4XCZ,01M1PVPSFBNZXW40G11YGR32M6,13,01M1PVTRWTPC40C0HPR8RXXWTF,C? bird head,TRUE
01M1PW2VNFA9D16R1SFHFS211A,01M1PVPTMT2TF5TMW6DY08RG1A,31,01M1PVVTHSCRB56WAFX0KRCSX2,No worries. Animals shape on the right,TRUE
01M1PW9CRAHV298P3CE7J3P8FF,01M1PVPXF92SZVFC9KB45KHNG3,1,01M1PVVBRZ3YZPYCQZYDADYMR6,its the skinnest shape,TRUE
01M1PW9CRAHV298P3CE7J3P8FF,01M1PVPXF92SZVFC9KB45KHNG3,1,01M1PVVBRZ3YZPYCQZYDADYMR6,a heart on the left side,TRUE
01M1PWBQS49KYQ3A22R3BD5WYQ,01M1PVPY0135RYKX6QNWJW9HQ7,1,01M1PVV5BA5A9YAQJQ9SAGP2BW,looks like a mountain landscape,TRUE
01M1PW0X6B6CYFR70XQH8CDDNK,01M1PVPSFBNZXW40G11YGR32M6,0,01M1PVTRWTPC40C0HPR8RXXWTF,hello?,FALSE
01M1PW0X6B6CYFR70XQH8CDDNK,01M1PVPSFBNZXW40G11YGR32M6,0,01M1PVVNQ4AT0NRB9TK929QH2E,left side looks like house on its side,TRUE
01M1PW0X6B6CYFR70XQH8CDDNK,01M1PVPSFBNZXW40G11YGR32M6,0,01M1PVVNQ4AT0NRB9TK929QH2E,right looks like a pot with handle on its side,TRUE
01M1PW0X9T0HZ8BVKARWVSG5YK,01M1PVPSFBNZXW40G11YGR32M6,8,01M1PVVNQ4AT0NRB9TK929QH2E,"arrow, diamond, c,then a seperate piecce",TRUE
01M1PW5RC276F2VM1YBA61YV7N,01M1PVPWEGF3RQQ2BZJMHJW5WT,38,01M1PVZMF178XCTABPVTWNQQ3Q,top shirt bottom 2 triangles with a window,TRUE
01M1PWGHZ29HZDTCPR0WWBZYHJ,01M1PVPXF8XP3FTSCWE2SZ4KAJ,8,01M1PW23TCTCTWR44KF0HW1TG2,there is a crocket U shape to the top on the left,TRUE
01M1PWGJ9KBNTMWBPB6YE285VY,01M1PVPXF8XP3FTSCWE2SZ4KAJ,30,01M1PW23TCTCTWR44KF0HW1TG2,It looks like a bullhorn with a pointy edge at the top and bottom on the right,TRUE
01M1PWGJ9KBNTMWBPB6YE285VY,01M1PVPXF8XP3FTSCWE2SZ4KAJ,30,01M1PVW253SKBG4X7GTPVKZWRC,shark fin?,FALSE
01M1PWGJ9KBNTMWBPB6YE285VY,01M1PVPXF8XP3FTSCWE2SZ4KAJ,30,01M1PW23TCTCTWR44KF0HW1TG2,yes,TRUE
01M1PW0X9K8W4KC91FAYV0PS0D,01M1PVPSFBNZXW40G11YGR32M6,33,01M1PVTRWTPC40C0HPR8RXXWTF,half heart bird head,TRUE
01M1PW8ZR8XS6FWSZP1SJ7KSWE,01M1PVPWZ383HA8RRK2RFSW236,41,01M1PVVZ2PG17JJTAZWDXWW3JQ,dog like shape,TRUE
01M1PW8ZSTPGWR1J8BSXC4NF6W,01M1PVPWZ383HA8RRK2RFSW236,16,01M1PW2K6B8GZQ5Z02B5Q0TB2A,has a white rectangle,TRUE
01M1PW2VPY0PPJ3KWQGWJKN55T,01M1PVPTMT2TF5TMW6DY08RG1A,46,01M1PVVYCG3ZV9Y0QVDS434K08,left pointing arrow,TRUE
01M1PW41GG6SYC6YTR3D5RJ38M,01M1PVPTMYJEMSH2D4PPK54AQC,0,01M1PVXZCG5HBAN48J4YM7CT4J,"hi, the shape looks like a cup lying on it's side with the stem on the right",TRUE
01M1PW50TREH448SH4AH60YZ5D,01M1PVPVN43CJ2ZQS2FA0GJ1TX,39,01M1PVW5BM9J57HJX5KJ260RG3,sideways trojan horse,TRUE
01M1PW5RCRGNBZG321MFD2XF4V,01M1PVPWEGF3RQQ2BZJMHJW5WT,42,01M1PVZMF178XCTABPVTWNQQ3Q,top ship bottom 2 premolars,TRUE
01M1PW6Y6FXTRNQK4MT47ZYRB1,01M1PVPWEJQS052PE7X7E1TZK9,20,01M1PVW75JX1QRKD2FQCCBJ017,Diamond two upside down triangles on upside down house,TRUE
01M1PW6Y9F08E9PTAB88QFWQK9,01M1PVPWEJQS052PE7X7E1TZK9,28,01M1PVW75JX1QRKD2FQCCBJ017,Z on lego head,TRUE
01M1PW9DE5FNQ27H0NH7WFYE1X,01M1PVPXF92SZVFC9KB45KHNG3,41,01M1PVVBRZ3YZPYCQZYDADYMR6,heart with rectanglue cut out,TRUE
01M1PWBQWGFMNH67H8XXHYQPTP,01M1PVPY0135RYKX6QNWJW9HQ7,35,01M1PVV5BA5A9YAQJQ9SAGP2BW,arrow on top pointing up,TRUE
01M1PWEJR0CFA6S3EFQQXFQMEK,01M1PVPXF92SZVFC9KBGN1TRXM,27,01M1PVVCHSJDKDCMNAX28C9KTM,"a rhino, with trunk up on left, and flat side on the right",TRUE
01M1PW0X9M4H66CDWNMNNKVNZK,01M1PVPSFBNZXW40G11YGR32M6,34,01M1PVVNQ4AT0NRB9TK929QH2E,"c, birdhead",TRUE
01M1PW6KMAH2NCKNT39D6R4RSZ,01M1PVPWZ82WNHXNHFM772HZSY,32,01M1PVWG3MVC1D7FV8A8CY40QY,elephant trunk with mountain tops on the right,TRUE
01M1PWBQYC3MVGMDW68SAPSE16,01M1PVPY0135RYKX6QNWJW9HQ7,31,01M1PVV5BA5A9YAQJQ9SAGP2BW,ah sorry,TRUE
01M1PWBQYC3MVGMDW68SAPSE16,01M1PVPY0135RYKX6QNWJW9HQ7,31,01M1PVW5G591MZ9WXE41XZDX0Y,No worries,FALSE
01M1PWBQYC3MVGMDW68SAPSE16,01M1PVPY0135RYKX6QNWJW9HQ7,31,01M1PVV5BA5A9YAQJQ9SAGP2BW,now mine is the largest one,TRUE
01M1PWBQYC3MVGMDW68SAPSE16,01M1PVPY0135RYKX6QNWJW9HQ7,31,01M1PVV5BA5A9YAQJQ9SAGP2BW,in width and height,TRUE
