roundID,gameID,trialNum,playerID,text,director_msg
01M0XFCCZRE5938YYPDHCWX4NV,01M0XEP3TSE5MTCHYTC004C3XD,8,01M0XETPA4APE5RG3CX52WNZAV,what does it remind you of?,FALSE
01M0XF395NAXWQPGFC51GJWD5Y,01M0XEBHF9Z6MD8PTP8NQ2PV26,37,01M0XESCE3HXZW59M8QA45SWJ1,wrench,TRUE
01M0XFQX1RBF4827SDJJQZ8YJP,01M0XEP3TXK5Z02SVJR2VASG8P,26,01M0XFGKS364T502MY6BASRSP2,roach,TRUE
01M0XEXFSJNXS77PHWZGB93VXK,01M0XEBFZ0825AFF4R333DJ4HK,30,01M0XER0XX29HJPEX4FRYGSWYD,pac man and rectangle nearly in middle.,TRUE
01M0XF5J4BF3WXEQ34KMFHPFW4,01M0XEBJH60M51NVP8EGS7231S,3,01M0XEQNJ9809PHWDZ742E11VG,Looks like flipped over pants,TRUE
01M0XF5J4BF3WXEQ34KMFHPFW4,01M0XEBJH60M51NVP8EGS7231S,3,01M0XEQNJ9809PHWDZ742E11VG,"Has a ""V"" shape",TRUE
01M0XF5J4BF3WXEQ34KMFHPFW4,01M0XEBJH60M51NVP8EGS7231S,3,01M0XF1AW05AX3PDCQ9PWGAR99,a queen's cess piece with a rectangular on top,FALSE
01M0XFEDCKH2FJ0AZFZKHKXYW1,01M0XF36KPEANMAA2FHR330CGB,20,01M0XETGWM5RF9ZVRZXVQJA69R,The one with large hollow in the bottom part,TRUE
01M0XFCD29CPWMWQTKQ85G79QJ,01M0XEP3TSE5MTCHYTC004C3XD,0,01M0XETPA4APE5RG3CX52WNZAV,hi,FALSE
01M0XFCD29CPWMWQTKQ85G79QJ,01M0XEP3TSE5MTCHYTC004C3XD,0,01M0XEY6K6WQC3AV5JQQ7N3PQV,hi,TRUE
01M0XFCD29CPWMWQTKQ85G79QJ,01M0XEP3TSE5MTCHYTC004C3XD,0,01M0XETPA4APE5RG3CX52WNZAV,does the image have an L shape?,FALSE
01M0XFCD29CPWMWQTKQ85G79QJ,01M0XEP3TSE5MTCHYTC004C3XD,0,01M0XEY6K6WQC3AV5JQQ7N3PQV,no,TRUE
01M0XEXFR4DEZM5BCC92B73ANH,01M0XEBFZ0825AFF4R333DJ4HK,38,01M0XER0XX29HJPEX4FRYGSWYD,rectangle meets the outline of the dhape which is dog booping ground,TRUE
01M0XF1MJF5WQT6Z5TNZ00DKRJ,01M0XEBHFGJ74MNH9PTVJNK0S2,1,01M0XEREZ46CDWNZWM86P2TTE7,looks like a guitar with neck to the left,TRUE
01M0XFQX8GY2C9CE3DK6NZBGHM,01M0XEP3TXK5Z02SVJR2VASG8P,45,01M0XEX8ATRQ9G1A1T9FCE8VQM,train,TRUE
01M0XFQX8GY2C9CE3DK6NZBGHM,01M0XEP3TXK5Z02SVJR2VASG8P,45,01M0XFGKS364T502MY6BASRSP2,which?,FALSE
01M0XFQX8GY2C9CE3DK6NZBGHM,01M0XEP3TXK5Z02SVJR2VASG8P,45,01M0XFGKS364T502MY6BASRSP2,two spikes in the middle?,FALSE
01M0XFQX8GY2C9CE3DK6NZBGHM,01M0XEP3TXK5Z02SVJR2VASG8P,45,01M0XEX8ATRQ9G1A1T9FCE8VQM,yeah,TRUE
01M0XEXFNW949MP8XQCQE077H7,01M0XEBFZ0825AFF4R333DJ4HK,44,01M0XER0XX29HJPEX4FRYGSWYD,"pac man on left, dog booping ground on right",TRUE
01M0XEXFQ059T3DRAEA317SC73,01M0XEBFZ0825AFF4R333DJ4HK,20,01M0XER0XX29HJPEX4FRYGSWYD,"dog bopping tirangle and facing the left. it's attached to rectangles only, not boxy or anything",TRUE
01M0XF07BQHTW7T8W4PARGVCWZ,01M0XEBFYW1G5QWYVD4F1CEJQ3,7,01M0XEQXM9M74Y1X1MWHARYCDC,Small disconnected triangle in the bottom left,TRUE
01M0XF75B2AAVDH1Q6D9Y7Q8GE,01M0XEBJH4G5D0NKPXZ6BYKGS7,31,01M0XER6FPF3N9GKNC8JSYE9M7,House/tent with front step,TRUE
01M0XFCD20WSB7HVM5SXCJRM8R,01M0XEP3TSE5MTCHYTC004C3XD,1,01M0XEY6K6WQC3AV5JQQ7N3PQV,hello,FALSE
01M0XFCD20WSB7HVM5SXCJRM8R,01M0XEP3TSE5MTCHYTC004C3XD,1,01M0XETPA4APE5RG3CX52WNZAV,it looks like a bat flying straight for you,TRUE
01M0XEXFQ2Q4DS4Q8NHX88GZ5W,01M0XEBFZ0825AFF4R333DJ4HK,19,01M0XEQXMFVE0GRKM8DY7Y5DHN,spikes on the left and top right corner is pointing,TRUE
01M0XF5J9M399MEPCM8AFE37NM,01M0XEBJH60M51NVP8EGS7231S,32,01M0XF1AW05AX3PDCQ9PWGAR99,microscope,TRUE
01M0XFEDD16A4S6EEYCKRMGNGK,01M0XF36KPEANMAA2FHR330CGB,19,01M0XES7WHX0W3E8PJ1JTK03A6,the one with a diomond,TRUE
01M0XF6JYFCWCCVS3XQ64S2MV3,01M0XEBKS2G948HDY26TVYK1X9,46,01M0XERWA6XTSFFEAXHF1XTBP1,vase,TRUE
01M0XF6JYFCWCCVS3XQ64S2MV3,01M0XEBKS2G948HDY26TVYK1X9,46,01M0XEQS1Y61NYBS2B9X56Y7HM,i might lose some sleep tonight over that 3 cents wondering what could of been perfection,FALSE
01M0XF6JYFCWCCVS3XQ64S2MV3,01M0XEBKS2G948HDY26TVYK1X9,46,01M0XERWA6XTSFFEAXHF1XTBP1,vase,TRUE
01M0XF1C94YGYMA0ZE3YSM2EB0,01M0XEBJH722J4730WC5V8GCA8,32,01M0XESZDE3CCGRVTP6G18ANBY,blocky of them all,TRUE
01M0XFEDHKXRZG2XFNXGJTV2NJ,01M0XF36KPEANMAA2FHR330CGB,14,01M0XETGWM5RF9ZVRZXVQJA69R,Chuncky robot head facing right with spikes,TRUE
01M0XFEDVNXFFVFYZHJ7R2EQSP,01M0XF36KPEANMAA2FHR330CGB,5,01M0XES7WHX0W3E8PJ1JTK03A6,"the one with a triangle on the bottom right , with a diomond on top of the triangle",TRUE
01M0XFCCZAYHNBEQPANV8ZB4H2,01M0XEP3TSE5MTCHYTC004C3XD,9,01M0XEY6K6WQC3AV5JQQ7N3PQV,"A black irregular shape with a tall pointed section on the left, two raised points at the top, and two long downward-pointing sections. It has a small arch-like opening in the center and jagged edges.",FALSE
01M0XFCCZAYHNBEQPANV8ZB4H2,01M0XEP3TSE5MTCHYTC004C3XD,9,01M0XETPA4APE5RG3CX52WNZAV,a person drinking from a fountain again. one of the shapes is a long rectangle,TRUE
01M0XFCCZAYHNBEQPANV8ZB4H2,01M0XEP3TSE5MTCHYTC004C3XD,9,01M0XEY6K6WQC3AV5JQQ7N3PQV,yeah,FALSE
01M0XF397D480FT6JCQTBAJHF3,01M0XEBHF9Z6MD8PTP8NQ2PV26,45,01M0XESCE3HXZW59M8QA45SWJ1,Big W,TRUE
01M0XF5S2373DPVCMNK4262DTX,01M0XEP3V3T2RJX1S58T7Z1N3B,0,01M0XERTSZ0TCDWRGM6GX23TW0,Got a descripion?,FALSE
01M0XF5S2373DPVCMNK4262DTX,01M0XEP3V3T2RJX1S58T7Z1N3B,0,01M0XEWYY70E7AF4NMGH9FGS3V,"on the right is a diamond with an upside down triangle, it looks like a face is next to it with a pointy nose and a crown",TRUE
01M0XFED577DBBPZK02RCP2D9C,01M0XF36KPEANMAA2FHR330CGB,36,01M0XETGWM5RF9ZVRZXVQJA69R,Bold L,TRUE
01M0XEYNX8J9TE6M6DMMZZTCXE,01M0XEBHFAZN8J8K9QJ4PMADCV,25,01M0XEREB3GCTAQVXHQ8WY91H4,"3 spikes on top, two on the bottom",TRUE
01M0XF5J97VQME5JR5WF37NEBW,01M0XEBJH60M51NVP8EGS7231S,30,01M0XF1AW05AX3PDCQ9PWGAR99,robotic hand,TRUE
01M0XF757MK103NGM4FFZ8DA7P,01M0XEBJH4G5D0NKPXZ6BYKGS7,15,01M0XER6FPF3N9GKNC8JSYE9M7,Martini glass,TRUE
01M0XEXFKJAHDNW8BBRZJQBWFC,01M0XEBFZ0825AFF4R333DJ4HK,4,01M0XER0XX29HJPEX4FRYGSWYD,"it's like an animal is booping the ground facing the right, it has pac man facing the left on its back",TRUE
01M0XEYNVEEY7AATDS6CVP0PRQ,01M0XEBHFAZN8J8K9QJ4PMADCV,5,01M0XEREB3GCTAQVXHQ8WY91H4,largest shape that has two sharp triangles on left side,TRUE
01M0XF5JC5HJT0M4FY2VKSTZ8E,01M0XEBJH60M51NVP8EGS7231S,45,01M0XEQNJ9809PHWDZ742E11VG,dog head,TRUE
01M0XF75A4566CXPEGGYHSQ8X7,01M0XEBJH4G5D0NKPXZ6BYKGS7,27,01M0XER6FPF3N9GKNC8JSYE9M7,White arrow,TRUE
01M0XFQWWSQF26DV2NNXF75GZD,01M0XEP3TXK5Z02SVJR2VASG8P,18,01M0XFGKS364T502MY6BASRSP2,crouching man,TRUE
01M0XF02WAMEADXVMA3TFBK0PM,01M0XEBFYZ40VDCCZ70PM6EWHK,1,01M0XERQP1ZQ8ZKRV6F98VE778,There are two triangles on the left side,TRUE
01M0XF38Z447T19A9MSDTV2PTX,01M0XEBHF9Z6MD8PTP8NQ2PV26,25,01M0XESCE3HXZW59M8QA45SWJ1,Party hat legs open,TRUE
01M0XF02WKVK5ST8YWSKHKX5EP,01M0XEBFYZ40VDCCZ70PM6EWHK,33,01M0XERQP1ZQ8ZKRV6F98VE778,bat flying with one wing that looks like a square,TRUE
01M0XF1CCJQ8E136MW309XXF5Z,01M0XEBJH722J4730WC5V8GCA8,20,01M0XESZDE3CCGRVTP6G18ANBY,V head on a boat,TRUE
01M0XF02VD1FAXK89VX1VJ5BYQ,01M0XEBFYZ40VDCCZ70PM6EWHK,24,01M0XEW4XVCD53BQGS5F5TWC4E,white triangle on the bottom with a rectangle sticking out of the right hand side,TRUE
01M0XFCD6J513VK8A1K18WDVS6,01M0XEP3TSE5MTCHYTC004C3XD,40,01M0XEY6K6WQC3AV5JQQ7N3PQV,screw,TRUE
01M0XF1MPNF56BM0686FASDCV7,01M0XEBHFGJ74MNH9PTVJNK0S2,13,01M0XEREZ46CDWNZWM86P2TTE7,rectangle in middle and neck and head down on right,TRUE
01M0XF1MQ7BMDT1Y9WEDZ1YMEF,01M0XEBHFGJ74MNH9PTVJNK0S2,24,01M0XERNMK293CWHFMH4HQ05K1,weird christmas tree pointing upper right,TRUE
01M0XF6JV14QNQ9D6DJSXWS6WN,01M0XEBKS2G948HDY26TVYK1X9,11,01M0XEQS1Y61NYBS2B9X56Y7HM,almost like the house in revese with riangle spikes on top,TRUE
01M0XF1CEG0TT6D4CD61JSFVG4,01M0XEBJH722J4730WC5V8GCA8,30,01M0XESZDE3CCGRVTP6G18ANBY,bird and L shape. Thanks.,TRUE
01M0XF5J7BV8DBEAKBYV3ZYFY5,01M0XEBJH60M51NVP8EGS7231S,19,01M0XEQNJ9809PHWDZ742E11VG,"half triangle, half diamond looking shape that makes a v when they meet in the center",TRUE
01M0XF5J7BV8DBEAKBYV3ZYFY5,01M0XEBJH60M51NVP8EGS7231S,19,01M0XEQNJ9809PHWDZ742E11VG,they look like they're leaning on each other,TRUE
01M0XF5J7BV8DBEAKBYV3ZYFY5,01M0XEBJH60M51NVP8EGS7231S,19,01M0XEQNJ9809PHWDZ742E11VG,the two shapes,TRUE
01M0XFQWTY32PNJ17C17A5F7YK,01M0XEP3TXK5Z02SVJR2VASG8P,15,01M0XEX8ATRQ9G1A1T9FCE8VQM,square in middle,TRUE
01M0XF02XXEX0VTS17ND3JB1NZ,01M0XEBFYZ40VDCCZ70PM6EWHK,23,01M0XERQP1ZQ8ZKRV6F98VE778,fish bone with four spikes,TRUE
01M0XFEDEGJAT6EEPRRW9891P8,01M0XF36KPEANMAA2FHR330CGB,18,01M0XETGWM5RF9ZVRZXVQJA69R,Large hollow in the bottom,TRUE
01M0XEYNWXGMP9AV68073ZAWY4,01M0XEBHFAZN8J8K9QJ4PMADCV,14,01M0XES5Y1NQT19B2QBEJ1SE2V,left facing figure with sharp pointed nose a small top tab and two downward spikes,TRUE
01M0XF02V2MEERA7GZ5P9KMK9E,01M0XEBFYZ40VDCCZ70PM6EWHK,29,01M0XERQP1ZQ8ZKRV6F98VE778,small white rectangle inside,TRUE
01M0XF396QXWMM3MSM9183JTDS,01M0XEBHF9Z6MD8PTP8NQ2PV26,41,01M0XESCE3HXZW59M8QA45SWJ1,fish/boat,TRUE
01M0XF6JYPRZ6WQ82ZMVF8HDR5,01M0XEBKS2G948HDY26TVYK1X9,32,01M0XERWA6XTSFFEAXHF1XTBP1,house with roof leaning right,TRUE
01M0XF02YW14DSV22EHPGJPJDV,01M0XEBFYZ40VDCCZ70PM6EWHK,16,01M0XEW4XVCD53BQGS5F5TWC4E,looks like a flying bat but with two triangles sticking out of the bottom,TRUE
01M0XF392PYEBBT0ZSFQS9A7N5,01M0XEBHF9Z6MD8PTP8NQ2PV26,4,01M0XESRDHZJ3M6V0HK46Z1NMP,Pac Man going left with mouth open,TRUE
01M0XF07BHJS0CPCASPK21Y0CY,01M0XEBFYW1G5QWYVD4F1CEJQ3,40,01M0XER53CMDT435QVPYSPB86P,white rectangle,TRUE
01M0XEXFKKSA74R6JYRRRJ1J76,01M0XEBFZ0825AFF4R333DJ4HK,3,01M0XEQXMFVE0GRKM8DY7Y5DHN,it looks like a dog booping a traingle facing left. theres only two spikes at the top!,TRUE
01M0XF1C928F984JPG6R76X5AF,01M0XEBJH722J4730WC5V8GCA8,2,01M0XESZDE3CCGRVTP6G18ANBY,"square head floating above, chunky house body with little dips on top and one thick leg on the left",TRUE
01M0XF1MMMV1VPF78P8Y4ADKNE,01M0XEBHFGJ74MNH9PTVJNK0S2,3,01M0XEREZ46CDWNZWM86P2TTE7,horse with herd down on right side,TRUE
01M0XF1MMMV1VPF78P8Y4ADKNE,01M0XEBHFGJ74MNH9PTVJNK0S2,3,01M0XEREZ46CDWNZWM86P2TTE7,head,TRUE
01M0XF1MNVG430DP5AEVQCFAF9,01M0XEBHFGJ74MNH9PTVJNK0S2,9,01M0XEREZ46CDWNZWM86P2TTE7,mouth open facing to the left,TRUE
01M0XF3914BXH8P9MNA4Q9RPBK,01M0XEBHF9Z6MD8PTP8NQ2PV26,28,01M0XESRDHZJ3M6V0HK46Z1NMP,Teapot on 3 triangles,TRUE
01M0XFED9402V90ME5FJ08YV1X,01M0XF36KPEANMAA2FHR330CGB,27,01M0XES7WHX0W3E8PJ1JTK03A6,spikey on the right,TRUE
01M0XF5S9DAGNS8HRNKFF7FRC9,01M0XEP3V3T2RJX1S58T7Z1N3B,32,01M0XEWYY70E7AF4NMGH9FGS3V,man crown sipping tea,TRUE
01M0XEXFJ3TKEPDRJTT0KKFNVY,01M0XEBFZ0825AFF4R333DJ4HK,9,01M0XEQXMFVE0GRKM8DY7Y5DHN,has two octagons stacked on top of eachother with a rectangle in them and a half octagon on the right of them,TRUE
01M0XF02X1C7ZX4VWFNAW144G6,01M0XEBFYZ40VDCCZ70PM6EWHK,43,01M0XERQP1ZQ8ZKRV6F98VE778,looks like flying bat with rectagle as wing,TRUE
01M0XF07CR69PSNSMQEEDRJE21,01M0XEBFYW1G5QWYVD4F1CEJQ3,27,01M0XEQXM9M74Y1X1MWHARYCDC,"2 big triangles on left, small on top",TRUE
01M0XF2RYT6D5CY3KWZF8X6HG9,01M0XEBKS0ZEFNX9SMQDQW2PZ4,1,01M0XER9CN1N4H5AFH0XVE2HCE,bottom triangle,TRUE
01M0XF2RYT6D5CY3KWZF8X6HG9,01M0XEBKS0ZEFNX9SMQDQW2PZ4,1,01M0XES69GNPHVSPMR1TVP4HAR,does it look like a fish or cradle?,FALSE
01M0XF2RYT6D5CY3KWZF8X6HG9,01M0XEBKS0ZEFNX9SMQDQW2PZ4,1,01M0XER9CN1N4H5AFH0XVE2HCE,updide down triangle yo top,TRUE
01M0XF392J9RCWKVDW41GFKEAW,01M0XEBHF9Z6MD8PTP8NQ2PV26,21,01M0XESCE3HXZW59M8QA45SWJ1,Big V,TRUE
01M0XF5J5KFH7FWPTJTFWPK9Q9,01M0XEBJH60M51NVP8EGS7231S,9,01M0XEQNJ9809PHWDZ742E11VG,Has the most pointy edges,TRUE
01M0XF6K2VTKGJ0N4JHJZR65HV,01M0XEBKS2G948HDY26TVYK1X9,17,01M0XEQS1Y61NYBS2B9X56Y7HM,rverse house with spikes,TRUE
01M0XFQWVZDHFH905XQY84P8KB,01M0XEP3TXK5Z02SVJR2VASG8P,17,01M0XFGKS364T502MY6BASRSP2,spikes?,FALSE
01M0XFQWVZDHFH905XQY84P8KB,01M0XEP3TXK5Z02SVJR2VASG8P,17,01M0XEX8ATRQ9G1A1T9FCE8VQM,sideways hat on hat with triangle,TRUE
01M0XEXFNVV72Y5FRVA9966K6P,01M0XEBFZ0825AFF4R333DJ4HK,45,01M0XEQXMFVE0GRKM8DY7Y5DHN,fish fins on left rectnagle poining in top right corner,TRUE
01M0XF02VPQPPMFFY9F7T4FRQW,01M0XEBFYZ40VDCCZ70PM6EWHK,36,01M0XEW4XVCD53BQGS5F5TWC4E,looks like XE,TRUE
01M0XF5J4WF7SKRSHC0FR5WME6,01M0XEBJH60M51NVP8EGS7231S,7,01M0XF1AW05AX3PDCQ9PWGAR99,hi,FALSE
01M0XF5J4WF7SKRSHC0FR5WME6,01M0XEBJH60M51NVP8EGS7231S,7,01M0XEQNJ9809PHWDZ742E11VG,It looks like the two shapes are leaning on each other,TRUE
01M0XF1C9BYT5V0G64G9PV5KGN,01M0XEBJH722J4730WC5V8GCA8,3,01M0XERZFWJEZDBR149P6YH3F1,Like a chicken on a L shape on its side,TRUE
01M0XF1MRVTDVC1H5P03P3VVK4,01M0XEBHFGJ74MNH9PTVJNK0S2,30,01M0XERNMK293CWHFMH4HQ05K1,tiny triangle bottom left,TRUE
01M0XF5JAWRVE7WPXNPS9K5KYS,01M0XEBJH60M51NVP8EGS7231S,40,01M0XF1AW05AX3PDCQ9PWGAR99,rocking chicken,TRUE
01M0XFED4FGP5X1WD5H8K4QMXH,01M0XF36KPEANMAA2FHR330CGB,38,01M0XETGWM5RF9ZVRZXVQJA69R,Large hollow at the bottom,TRUE
01M0XF2S0DXGA9RATYRNNTXZGR,01M0XEBKS0ZEFNX9SMQDQW2PZ4,9,01M0XER9CN1N4H5AFH0XVE2HCE,top oblong on vae triangel bottom,TRUE
01M0XF5J6Z0V9HT5M65Z4J1QS5,01M0XEBJH60M51NVP8EGS7231S,16,01M0XF1AW05AX3PDCQ9PWGAR99,animal head with two ears,TRUE
01M0XF6JXEC4EH2TQM0PGVYK6F,01M0XEBKS2G948HDY26TVYK1X9,3,01M0XEQS1Y61NYBS2B9X56Y7HM,triangle sideways withe weird shape attached on top,TRUE
01M0XEYNW8BVT42R0WFB6CNGV3,01M0XEBHFAZN8J8K9QJ4PMADCV,9,01M0XEREB3GCTAQVXHQ8WY91H4,"spiky top and bottom, 4 spikes at top, three on the bottom, sloping down on right side",TRUE
01M0XF5S5TTQHS3W5DVWDQSSF7,01M0XEP3V3T2RJX1S58T7Z1N3B,16,01M0XEWYY70E7AF4NMGH9FGS3V,batman showing the middle finger,TRUE
01M0XFQX4383STXKNN7358ETHD,01M0XEP3TXK5Z02SVJR2VASG8P,32,01M0XFGKS364T502MY6BASRSP2,hat on the side,TRUE
01M0XF391DEC0GSC7DK7VR44A2,01M0XEBHF9Z6MD8PTP8NQ2PV26,13,01M0XESCE3HXZW59M8QA45SWJ1,boy with large head,TRUE
01M0XFCCKX02XJT4RMTMQF8650,01M0XEP3TSE5MTCHYTC004C3XD,24,01M0XETPA4APE5RG3CX52WNZAV,"diamond, bat, sidewise house or screw?",FALSE
01M0XFCCKX02XJT4RMTMQF8650,01M0XEP3TSE5MTCHYTC004C3XD,24,01M0XEY6K6WQC3AV5JQQ7N3PQV,screw,TRUE
01M0XF1C6EDR4N27SQ8YBFVQT9,01M0XEBJH722J4730WC5V8GCA8,1,01M0XERZFWJEZDBR149P6YH3F1,Like a stylised man on a stylised boat,TRUE
01M0XF1C6EDR4N27SQ8YBFVQT9,01M0XEBJH722J4730WC5V8GCA8,1,01M0XERZFWJEZDBR149P6YH3F1,rectancle at the top disconnected from the rest,TRUE
01M0XF5J8G29HHX01AZ0MMD5R4,01M0XEBJH60M51NVP8EGS7231S,25,01M0XEQNJ9809PHWDZ742E11VG,pointy nose man looking up,TRUE
01M0XF6K4R0CCES15PW646KBTK,01M0XEBKS2G948HDY26TVYK1X9,13,01M0XEQS1Y61NYBS2B9X56Y7HM,vase\,TRUE
01M0XF5J445MR6FX8PW9SY1ZJF,01M0XEBJH60M51NVP8EGS7231S,2,01M0XF1AW05AX3PDCQ9PWGAR99,vase,TRUE
01M0XF5J445MR6FX8PW9SY1ZJF,01M0XEBJH60M51NVP8EGS7231S,2,01M0XEQNJ9809PHWDZ742E11VG,the simplest looking shape?,FALSE
01M0XF75565WMTNVCVJK7XB7KN,01M0XEBJH4G5D0NKPXZ6BYKGS7,3,01M0XER6FPF3N9GKNC8JSYE9M7,The shape is a star standing on a seesaw,TRUE
01M0XFCD589T05EXSY8CVTN6D0,01M0XEP3TSE5MTCHYTC004C3XD,25,01M0XETPA4APE5RG3CX52WNZAV,diamond,TRUE
01M0XF07A7MQV7N0DGQ9E9T25A,01M0XEBFYW1G5QWYVD4F1CEJQ3,46,01M0XER53CMDT435QVPYSPB86P,small triangle bottom left,TRUE
01M0XF1MN04CAGK8CDJ215EBRZ,01M0XEBHFGJ74MNH9PTVJNK0S2,4,01M0XERNMK293CWHFMH4HQ05K1,Looks a bit like a fish. Or maybe even a fancy wine drink on it's side with lemon on the upper left. Fins in the middle.,TRUE
01M0XF1MM8GQDWM0BX1ADEQ1QF,01M0XEBHFGJ74MNH9PTVJNK0S2,2,01M0XERNMK293CWHFMH4HQ05K1,Looks a bit like a meteor or fireball. Triangle points pointing to the left. A 3 side shape for the head on the right side. Small cutout on the bottom side.,TRUE
01M0XFQX0A9K78Z39ECZC3Q4WG,01M0XEP3TXK5Z02SVJR2VASG8P,23,01M0XEX8ATRQ9G1A1T9FCE8VQM,train or sinking ship,TRUE
01M0XFQX0A9K78Z39ECZC3Q4WG,01M0XEP3TXK5Z02SVJR2VASG8P,23,01M0XFGKS364T502MY6BASRSP2,the two stacked trapezes?,FALSE
01M0XF07BBSPRXX3WYXG7RDVQ1,01M0XEBFYW1G5QWYVD4F1CEJQ3,41,01M0XEQXM9M74Y1X1MWHARYCDC,White rectangle,TRUE
01M0XF6K19SE13TVTCW6A62260,01M0XEBKS2G948HDY26TVYK1X9,22,01M0XEQS1Y61NYBS2B9X56Y7HM,were going to be rich after this,FALSE
01M0XF6K19SE13TVTCW6A62260,01M0XEBKS2G948HDY26TVYK1X9,22,01M0XERWA6XTSFFEAXHF1XTBP1,blockhead with t shirt again. this is too easy right?,TRUE
01M0XF75D8EGSKDMJXA9HFKWEX,01M0XEBJH4G5D0NKPXZ6BYKGS7,45,01M0XER6FPF3N9GKNC8JSYE9M7,White arrow tent,TRUE
01M0XF07DQ808FYF24KE6QEGSA,01M0XEBFYW1G5QWYVD4F1CEJQ3,17,01M0XEQXM9M74Y1X1MWHARYCDC,Small triangle bottom left,TRUE
01M0XF5S4PQMSGM3F8T1BJ3J9W,01M0XEP3V3T2RJX1S58T7Z1N3B,21,01M0XERTSZ0TCDWRGM6GX23TW0,crowned queen sipping tea,TRUE
01M0XF1CB5ZDC676CN6HXK48H4,01M0XEBJH722J4730WC5V8GCA8,10,01M0XESZDE3CCGRVTP6G18ANBY,"bird sitting on a block stand, pointy beak to the left and tall tail on the right",TRUE
01M0XFQX5NY8G1EZQPHAPFAPZT,01M0XEP3TXK5Z02SVJR2VASG8P,36,01M0XFGKS364T502MY6BASRSP2,hat on the side,TRUE
01M0XFQX8SVHRJJJZJAPY8C60S,01M0XEP3TXK5Z02SVJR2VASG8P,46,01M0XFGKS364T502MY6BASRSP2,square in the middle,TRUE
01M0XF02WQ4GBC5R6C5TG0SRS7,01M0XEBFYZ40VDCCZ70PM6EWHK,32,01M0XEW4XVCD53BQGS5F5TWC4E,train with two triangles and one square on the right hand side,TRUE
01M0XF07B80KW0HQGJNNE18HN5,01M0XEBFYW1G5QWYVD4F1CEJQ3,8,01M0XER53CMDT435QVPYSPB86P,white rectangle in the shape,TRUE
01M0XF2S5767F8GQGJWQWBMD0M,01M0XEBKS0ZEFNX9SMQDQW2PZ4,44,01M0XES69GNPHVSPMR1TVP4HAR,cradle on triangle base,TRUE
